CARD,SUBBED OUT,SUBBED IN,SQUARE 1: TITLE,SQUARE 1: AUTHOR,SQUARE 1: HARD MODE: A book or series that received ten votes or less.,SQUARE 2: TITLE,SQUARE 2: AUTHOR,SQUARE 2: HARD MODE: Not written by Jeff VanderMeer or China Miéville.,SQUARE 3: TITLE,SQUARE 3: AUTHOR,SQUARE 3: HARD MODE: Three or more authors.,SQUARE 4: TITLE,SQUARE 4: AUTHOR,SQUARE 4: HARD MODE: Not based in Britain or Ireland.,SQUARE 5: TITLE,SQUARE 5: AUTHOR,SQUARE 5: HARD MODE: Characters are not originally from Earth. It is acceptable for the characters to be descendants of Earthlings as long as they are not themselves from Earth.,SQUARE 6: TITLE,SQUARE 6: AUTHOR,SQUARE 6: HARD MODE: Not on r/Fantasy’s Favorite Standalones List.,SQUARE 7: TITLE,SQUARE 7: AUTHOR,SQUARE 7: HARD MODE: A YA book with an anti-hero.,SQUARE 8: TITLE,SQUARE 8: AUTHOR,SQUARE 8: HARD MODE: Must read a current selection of either a book club or readalong and participate in the discussion.,SQUARE 9: TITLE,SQUARE 9: AUTHOR,"SQUARE 9: HARD MODE: Weapon has a unique name. Examples: Excalibur from Arthurian legend, Dragnipur in Malazan, Sting in Lord of the Rings, etc.",SQUARE 10: TITLE,SQUARE 10: AUTHOR,SQUARE 10: HARD MODE: Revolution/Rebellion is the main focus of the plot.,SQUARE 11: TITLE,SQUARE 11: AUTHOR,SQUARE 11: HARD MODE: The title has the character’s first and last name. Example: The First Fifteen Lives of Harry August.,SQUARE 12: TITLE,SQUARE 12: AUTHOR,"SQUARE 12: HARD MODE: Initials are a pseudonym and not from the author’s actual name. Examples: T. Kingfisher or K. J. Parker. ADDENDUM: Please do not go snooping to see if a name fits. If it isn't clear based on an author's webpage or social media, assume that it is their real name.",SQUARE 13: TITLE,SQUARE 13: AUTHOR,SQUARE 13: HARD MODE: It's also a debut novel--as in it's the author's first published novel.,SQUARE 14: TITLE,SQUARE 14: AUTHOR,SQUARE 14: HARD MODE: Book has an LGBTQ+ POV character.,SQUARE 15: TITLE,SQUARE 15: AUTHOR,SQUARE 15: HARD MODE: Author is of African heritage.,SQUARE 16: TITLE,SQUARE 16: AUTHOR,"SQUARE 16: HARD MODE: Non-humanoid protagonist. No elves, angels, dwarves, hobbits, or humanoid aliens.",SQUARE 17: TITLE,SQUARE 17: AUTHOR,"SQUARE 17: HARD MODE: No time travel. Book involves something off about time that’s not necessarily time travel. Example: In The Chronicles of Narnia, time moves at a different speed in Narnia than in the real world.",SQUARE 18: TITLE OF COLLECTION/ANTHOLOGY (go to 18A if you did 5 short stories),SQUARE 18: AUTHOR/EDITOR (go to 18A if you did 5 short stories),SQUARE 18: HARD MODE: Read an entire SFF anthology or collection.,SQUARE 18A: Title of Short Story #1 (Do not fill out if you read all of a collection/anthology),SQUARE 18A: Author of Short Story #1,SQUARE 18B: Title of Short Story #2 (Do not fill out if you read all of a collection/anthology),SQUARE 18B: Author of Short Story #2,SQUARE 18C: Title of Short Story #3 (Do not fill out if you read all of a collection/anthology),SQUARE 18C: Author of Short Story #3,SQUARE 18D: Title of Short Story #4 (Do not fill out if you read all of a collection/anthology),SQUARE 18D: Author of Short Story #4,SQUARE 18E: Title of Short Story #5 (Do not fill out if you read all of a collection/anthology),SQUARE 18E: Author of Short Story #5,SQUARE 19: TITLE,SQUARE 19: AUTHOR,SQUARE 19: HARD MODE: Not The Stormlight Archive or any books in the linked list.,SQUARE 20: TITLE,SQUARE 20: AUTHOR,"SQUARE 20: HARD MODE: Self-published and has fewer than 100 ratings on Goodreads, OR an indie publisher that has done an AMA with r/Fantasy.",SQUARE 21: TITLE,SQUARE 21: AUTHOR,SQUARE 21: HARD MODE: Neither Hugo-nominated nor Nebula-nominate.,SQUARE 22: TITLE,SQUARE 22: AUTHOR,SQUARE 22: HARD MODE: A book written by an Indigenous author.,SQUARE 23: TITLE,SQUARE 23: AUTHOR,"SQUARE 23: HARD MODE: Most prominent shifter is not a wolf/dog shifter. For instance, werewolves can exist but can’t be the most notable shifter characters/main characters.",SQUARE 24: TITLE,SQUARE 24: AUTHOR,SQUARE 24: HARD MODE: Title is three words or more.,SQUARE 25: TITLE,SQUARE 25: AUTHOR,SQUARE 25: HARD MODE: Features at least three generations in a single family.
611.0,,,,,,Tress of the Emerald Sea,Brandon Sanderson,Yes,Sweep of the Heart,Ilona Andrews,,,,,,,,The Dress Shop of Dreams,Menna van Praag,Yes,Three Mages and a Margarita,Annette Marie,,A Wizard's Guide to Defensive Baking,T. Kingfisher,,,,,,,,Piranesi,Susanna Clarke,,Ancient and Immortal,K.N. Banet,,Immortal,Lauretta Hignett,,Dragon Bound,Thea Harrison,,Empire of Ivory,Naomi Novik,,War Witch,Layla Nash,,Fated,Benedict Jacka,Yes,,,,,,,,,,,,,,,,,,,,Penric's Demon,Lois McMaster Bujold,,,,,,,,"Black Hat, White Witch",Hailey Edwards,Yes,The Keeper of Happy Endings,Barbara Davis,Yes
612.0,,,Starless,Jacqueline Carey,Yes,The Luminous Dead,Caitlin Starling,Yes,Good Omens,"Neil Gaiman, Terry Pratchett",,The Devil & the Dark Water,Stuart Turton,Yes,Artificial Condition,Martha Wells,Yes,The Chosen & the Beautiful,Nghi Vo,Yes,The Child Thief,Brom,Yes,An Unkindness of Magicians,Kat Howard,,Three Axes to Fall,Sam Sykes,,The Three-Body Problem,Cixin Liu,Yes,Johannes Cabal the Necromancer,Jonathan L. Howard,Yes,Nettle & Bone,T. Kingfisher,Yes,Book of Night,Holly Black,,White Trash Warlock,David R. Slayton,Yes,The Down Days,Ilze Hugo,Yes,The Constant Rabbit,Jasper Fforde,Yes,The Library of the Unwritten,A.J. Hackwith,,The Illustrated Man,Ray Bradbury,Yes,,,,,,,,,,,Where the Forest Meets the Stars,Glendy Vanderah,Yes,They Mostly Come Out at Night,Benedict Patrick,,A Psalm for the Wild-Built,Becky Chambers,,Elatsoe,Darcie Little Badger,Yes,Bacchanal,Veronica G. Henry,,Light from Uncommon Stars,Ryka Aoki,Yes,Earthlings,Sayaka Murata,Yes
613.0,Set In Space,Novel Published Before You Were Born 2018,Luck in the Shadows,Lynn Flewelling,Yes,The Outskirter's Secret,Rosemary Kirstein,Yes,The House of War and Witness,"Louise Carey, Mike Carey, Linda Carey",Yes,Alamut,Judith Tarr,Yes,The House on the Strand,Daphne du Maurier,,The Night Gardener,Jonathan Auxier,Yes,Froi of the Exiles,Melina Marchetta,Yes,All the Murmuring Bones,A.G. Slatter,Yes,The Dragonbone Chair,Tad Williams,Yes,Mistborn,Brandon Sanderson,Yes,The Extraordinary and Unusual Adventures of Horatio Lyle,Catherine Webb,Yes,The Magpie Lord,K.J. Charles,Yes,Kaikeyi,Vaishnavi Patel,Yes,Mister Impossible,Maggie Stiefvater,Yes,Redemptor,Jordan Ifueko,Yes,Hollow Kingdom,Kira Jane Buxton,Yes,The Age of Miracles,Karen Thompson Walker,Yes,Stories of the Raksura: Volume Two,Martha Wells,Yes,,,,,,,,,,,The Mirador,Sarah Monette,Yes,The Last Death of Tev Chrisini,Jennifer Bresnick,Yes,Od Magic,Patricia A. McKillip,Yes,The Wolf of Oren-Yaro,K.S. Villoso,,Nice Dragons Finish Last,Rachel Aaron,Yes,Captain Vorpatril's Alliance,Lois McMaster Bujold,Yes,Jade War,Fonda Lee,Yes
614.0,,,Gideon the Ninth,Tamsyn Muir,,,,,,,,,,,Project Hail Mary,Andy Weir,Yes,Stranger in a Strange Land,Robert A. Heinlein,,The Traitor Baru Cormorant,Seth Dickinson,,,,,The Kingdom of Copper,S.A. Chakraborty,,The Kingdom of Copper,S.A. Chakraborty,,Gideon the Ninth,Tamsyn Muir,,The Kingdom of Copper,S.A. Chakraborty,,The Jade Setter of Janloon,Fonda Lee,,The Jade Setter of Janloon,Fonda Lee,,The Empire of Gold,S.A. Chakraborty,,,,,,,,,,,,,,,,,,,,,The Mad Ship,Robin Hobb,,,,,,,,The Jade Setter of Janloon,Fonda Lee,,The Kingdom of Copper,S.A. Chakraborty,,Snow Crash,Neal Stephenson,,The Empire of Gold,S.A. Chakraborty,Yes
615.0,Award Finalist,Comfort Read 2021,Silver in the Wood,Emily Tesh,,Flatland,Edwin Abbott Abbott,Yes,Witchmarked,Aaron D. Schneider and Michael Anderle,,A History of What Comes Next,Sylvain Neuvel,Yes,Space Academy Dropouts,"C.T. Phipps, Michael Suttkus",,Murder at Spindle Manor,Morgan Stang,Yes,The Depth of the Water,Bob McGough,,What Was Your Name Downriver?,Anthony Lowe,,Stout,Taylor Small,,Les Furtifs,Alain Damasio,,Strange the Dreamer,Laini Taylor,,Siren's Call,T. J. J. Klamvik,,Their Heart a Hive,Fox N. Locke,,The Angel of the Crows,Katherine Addison,Yes,Binti: Home,Nnedi Okorafor,Yes,Construct,Luke Matthews,,Skyward Inn,Aliya Whiteley,Yes,"Speculative North, issue 6",David F. Shultz,Yes,,,,,,,,,,,Witchmark,C.L. Polk,,Shadow of a Dead God,Patrick Samphire,,A Psalm for the Wild-Built,Becky Chambers,,Demon,Jason Shiga,,Circe,Madeline Miller,Yes,Tuyo,Rachel Neumeier,,Middlegame,Seanan McGuire,
616.0,Urban Fantasy,Cat Squasher 2021,Nona the Ninth,Tamsyn Muir,,The Hollow Places,T. Kingfisher,Yes,Old Country,"Matt Query, Harrison Query",,The Hacienda,Isabel Cañas,Yes,Dead Space,Kali Wallace,,Poster Girl,Veronica Roth,Yes,The Lie Tree,Frances Hardinge,Yes,The Cartographers,Peng Shepherd,,Daughter of Redwinter,Ed McDonald,,Immunity Index,Sue Burke,Yes,Elatsoe,Darcie Little Badger,,Black Tide,KC Jones,,A Restless Truth,Freya Marske,,Fairy Tale,Stephen King,,A Master of Djinn,P. Djèlí Clark,,Legends & Lattes,Travis Baldree,,The Shining Girls,Lauren Beukes,,,,,Roadside Attraction,Alix E. Harrow,The Past Life Reconstruction Service,Zen Cho,First Aid,Seanan McGuire,I Remember Satellites,Sarah Gailey,The Golden Hour,Jeffrey Ford,The Fated Sky,Mary Robinette Kowal,,Tantalus Depths,Evan Graham,,Comfort Me With Apples,Catherynne M. Valente,,My Heart Is a Chainsaw,Stephen Graham Jones,Yes,Wolfsong,T.J. Klune,,Black Lake Manor,Guy Morpuss,Yes,November,Thomas Olde Heuvelt,
617.0,,,Catfishing on CatNet,Naomi Kritzer,Yes,The Ninth Rain,Jen Williams,Yes,The Way Spring Arrives and Other Stories,Yu Chen & Regina Kanyu Wang,Yes,Siren Queen,Nghi Vo,Yes,A Desolation Called Peace,Arkady Martine,Yes,Memory of Water,Emmi Itäranta,Yes,My Soul to Keep,Tananarive Due,,Foundryside,Robert Jackson Bennett,,The City of Brass,S.A. Chakraborty,,The Sins We Seek,Krista D. Ball,Yes,The Amazing Maurice and His Educated Rodents,Terry Pratchett,,What Moves the Dead,T. Kingfisher,Yes,Legends & Lattes,Travis Baldree,Yes,The World We Make,N.K. Jemisin,Yes,The Year’s Best African Speculative Fiction (2021),Oghenechovwe Donald Ekpeki,Yes,The Witness for the Dead,Katherine Addison,,The Hourglass Throne,K.D. Edwards,,"Boys, Beasts & Men",Sam J. Miller,Yes,,,,,,,,,,,Elder Race,Adrian Tchaikovsky,,The House of Discarded Dreams,Ekaterina Sedia,,The Queue,Basma Abdel Aziz,Yes,Redwood and Wildfire,Andrea Hairston,,Light from Uncommon Stars,Ryka Aoki,Yes,Winter's Orbit,Everina Maxwell,,The Wall of Storms,Ken Liu,Yes
618.0,,,Lost in the Moment and Found,Seanan McGuire,,Unraveller,Frances Hardinge,Yes,Vita Nostra,"Marina Dyachenko, Sergey Dyachenko",Yes,Babel,R.F. Kuang,,Sea of Tranquility,Emily St. John Mandel,,The Very Secret Society of Irregular Witches,Sangu Mandanna,Yes,Blitz,Daniel O'Malley,,The Fellowship of the Ring,J.R.R. Tolkien,,Memories of Ice,Steven Erikson,Yes,The Last Exit,Michael Kaufman,Yes,The Seven Moons of Maali Almeida,Shehan Karunatilaka,Yes,Nettle & Bone,T. Kingfisher,Yes,Nona the Ninth,Tamsyn Muir,,Spellbound,Allie Therin,Yes,Zoo City,Lauren Beukes,Yes,The Goblin Emperor,Katherine Addison,Yes,Last Exit,Max Gladstone,Yes,Belladonna Nights and Other Stories,Alastair Reynolds,Yes,,,,,,,,,,,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,Yes,Unsouled,Will Wight,,The Book Eaters,Sunyi Dean,Yes,The Singing Hills Cycle,Nghi Vo,,A Rake of His Own,A.J. Lancaster,Yes,Defekt,Nino Cipri,,The Golden Enclaves,Naomi Novik,Yes
619.0,,,Down Among the Sticks and Bones,Seanan McGuire,,The Kaiju Preservation Society,John Scalzi,Yes,Lady Vago's Malediction,A.K.M. Beach,,A Proper Dragon: A Regency Gaslamp Fantasy,E.B. Wheeler,,The Relentless Moon,Mary Robinette Kowal,,A History of Wild Places,Shea Ernshaw,Yes,Second Hand Curses,Drew Hayes,,The Tethered Mage,Melissa Caruso,,Spear,Nicola Griffith,Yes,The Wolf and the Woodsman,Ava Reid,,The Undertaking of Hart and Mercy,Megan Bannen,,Nettle & Bone,T. Kingfisher,Yes,Keeper of Enchanted Rooms,Charlie N. Holmberg,,The Night Raven,Sarah Painter,,A Dead Djinn in Cairo,P. Djèlí Clark,,A Prayer for the Crown-Shy,Becky Chambers,Yes,Jane in Love,Rachel Givney,,,,,How to Cook and Eat the Rich,Sunyi Dean,Burning Books for Pleasure and Profit,K.J. Parker,The Way Spring Arrives,Wang Nuonuo,Time: Marked and Mended,Carrie Vaughn,Old Media,Annalee Newitz,Elder Race,Adrian Tchaikovsky,,Lakesedge,Lyndall Clipstone,,Far from the Light of Heaven,Tade Thompson,,Empire of Sand,Tasha Suri,,Cruel Magic: A Victorian Faerie Tale,E.B. Wheeler,Yes,Can't Spell Treason Without Tea,Rebecca Thorne,Yes,The Last Storm,J.D. Linton,
620.0,LGBTQIA List Book,Horror Novel 2017,Clown in a Cornfield,Adam Cesare,,Blood of an Exile,Brian Naslund,Yes,Killer,David Drake & Karl Edward Wagner,,The Twelve Children of Paris,Tim Willocks,Yes,Artifact Space,Miles Cameron,Yes,The Chosen Child,Graham Masterton,Yes,Along the Razor's Edge,Rob J. Hayes,Yes,,,,The Art of Prophecy,Wesley Chu,Yes,The Getaway,Lamar Giles,Yes,,,,,,,,,,Lightning Wears a Red Cape,Errick Nunnally,,,,,,,,1632,Eric Flint,,,,,,,,,,,,,,,The Councillor,E.J. Beaton,Yes,Gedlund,William Ray,Yes,The Return,Rachel Harrison,Yes,The Blood Trials,N.E. Davenport,,King of the Road,R.S. Belcher,Yes,Ex-Heroes,Peter Clines,,The Violence,Delilah S. Dawson,Yes
621.0,,,Locklands,Robert Jackson Bennett,Yes,The Kaiju Preservation Society,John Scalzi,Yes,The Vela,"Yoon Ha Lee, Becky Chambers, Rivers Solomon, S.L. Huang",Yes,The Ten Thousand Doors of January,Alix E. Harrow,Yes,A Desolation Called Peace,Arkady Martine,Yes,Project Hail Mary,Andy Weir,Yes,Half a King,Joe Abercrombie,Yes,The Cartographers,Peng Shepherd,Yes,The Bands of Mourning,Brandon Sanderson,Yes,The Library at Mount Char,Scott Hawkins,Yes,The Return of Fitzroy Angursell,Victoria Goddard,Yes,The Sins of Our Fathers,James S.A. Corey,Yes,Legends & Lattes,Travis Baldree,Yes,The World We Make,N.K. Jemisin,Yes,A Master of Djinn,P. Djèlí Clark,Yes,The Builders,Daniel Polansky,Yes,The First Fifteen Lives of Harry August,Claire North,Yes,Laughter at the Academy,Seanan McGuire,Yes,,,,,,,,,,,Into the Labyrinth,John Bierce,Yes,Zeroth Law,Guerric Haché,Yes,Retribution Falls,Chris Wooding,Yes,Robopocalypse,Daniel H. Wilson,Yes,Terciel & Elinor,Garth Nix,Yes,Amongst Our Weapons,Ben Aaronovitch,Yes,Bloody Rose,Nicholas Eames,Yes
622.0,,,This is How You Lose the Time War,"Amal El-Mohtar, Max Gladstone",,The Kaiju Preservation Society,John Scalzi,Yes,The Vela,"Yoon Ha Lee, Becky Chambers, Rivers Solomon, S.L. Huang",Yes,The Just City,Jo Walton,Yes,Saga,"Brian K. Vaughan, Fiona Staples",Yes,The Ocean at the End of the Lane,Neil Gaiman,,The Traitor Baru Cormorant,Seth Dickinson,,Legends & Lattes,Travis Baldree,,Spear,Nicola Griffith,Yes,The Golden Enclaves,Naomi Novik,,Nona the Ninth,Tamsyn Muir,,The World We Make,N.K. Jemisin,,Sea of Tranquility,Emily St. John Mandel,,Magic for Liars,Sarah Gailey,,A Master of Djinn,P. Djèlí Clark,,The Cloud Roads,Martha Wells,Yes,Kindred,Octavia E. Butler,,,,,The Wild Boy,N.K. Jemisin,Help Fund My Robot Army!!!,Kaffy R.M. Kehrli,I Want to be a Lioness,Chuck Wendig,Liberty: Seeking Support for a Writ of Habeas Corpus for a Non-Human Being,Samuel Peralta,Larping the Apocalypse 2: The Nano-Plague,Tim Pratt,The Relentless Moon,Mary Robinette Kowal,Yes,The Employees,Olga Ravn,,The Paper Menagerie and Other Stories,Ken Liu,,Black Sun,Rebecca Roanhorse,Yes,The Atlas Six,Olivie Blake,,Howl's Moving Castle,Diana Wynne Jones,Yes,Snuff,Terry Pratchett,
623.0,,,The Watchmaker of Filigree Street,Natasha Pulley,Yes,The Bone Ships,R.J. Barker,Yes,Leviathan Wakes,James S.A. Corey,,The Wolf in the Whale,Jordanna Max Brodsky,Yes,Date Night on Union Station,E.M. Foner,,The Lathe of Heaven,Ursula K. Le Guin,Yes,The Cruel Prince,Holly Black,Yes,The Blade Itself,Joe Abercrombie,,The Hero and the Crown,Robin McKinley,Yes,Babel,R.F. Kuang,Yes,Silver in the Wood,Emily Tesh,,How Long 'til Black Future Month?,N.K. Jemisin,,Legends & Lattes,Travis Baldree,Yes,Jade War,Fonda Lee,Yes,Rosewater,Tade Thompson,Yes,Ancillary Justice,Ann Leckie,,A Christmas Carol,Charles Dickens,,,,,Where Oaken Hearts Do Gather,Sarah Pinsker,The Ones Who Walk Away from Omelas,Ursula K. Le Guin,Mr. Death,Alix E. Harrow,Galatea,Madeline Miller,I Have No Mouth and I Must Scream,Harlan Ellison,Freshwater,Akwaeke Emezi,Yes,On Winter's Eve,C.D. Alexander,Yes,A Deadly Education,Naomi Novik,Yes,Fevered Star,Rebecca Roanhorse,Yes,The Empire of Gold,S.A. Chakraborty,Yes,Dawnshard,Brandon Sanderson,,Ship of Magic,Robin Hobb,Yes
624.0,,,Kushiel's Dart,Jacqueline Carey,,The Bone Shard Daughter,Andrea Stewart,Yes,The Mask of Mirrors,M.A. Carrick,,The Girl in the Tower,Katherine Arden,Yes,Harrow the Ninth,Tamsyn Muir,Yes,The Very Secret Society of Irregular Witches,Sangu Mandanna,Yes,Malice,Heather Walter,Yes,Kaikeyi,Vaishnavi Patel,,Daughter of the Moon Goddess,Sue Lynn Tan,Yes,Babel,R.F. Kuang,Yes,The Atlas Six,Olivie Blake,,A Wizard's Guide to Defensive Baking,T. Kingfisher,Yes,The Undertaking of Hart and Mercy,Megan Bannen,,Rosemary and Rue,Seanan McGuire,,The Daughters of Izdihar,Hadeer Elsbai,Yes,Legends & Lattes,Travis Baldree,,Meet Me in Another Life,Catriona Silvey,Yes,Vampires Never Get Old,"Zoraida Córdova, Natalie C. Parker",Yes,,,,,,,,,,,A Taste of Gold and Iron,Alexandra Rowland,Yes,The Lord of Stariel,A.J. Lancaster,,"To Be Taught, If Fortunate",Becky Chambers,,Elatsoe,Darcie Little Badger,Yes,The Hand of the Sun King,J.T. Greathouse,Yes,Twin Crowns,Catherine Doyle and Katherine Webber,,Saint Death's Daughter,C.S.E. Cooney,Yes
625.0,Five Short Stories,Trans or Non-binary Character 2021,The Cloud Roads,Martha Wells,Yes,Od Magic,Patricia A. McKillip,Yes,The Vela,"Yoon Ha Lee, Becky Chambers, Rivers Solomon, S.L. Huang",Yes,The Once and Future Witches,Alix E. Harrow,Yes,A Desolation Called Peace,Arkady Martine,Yes,The Angel of the Crows,Katherine Addison,Yes,Dreadnought,April Daniels,Yes,Kushiel's Dart,Jacqueline Carey,,The Silence of Unworthy Gods,Andrew Rowe,Yes,She Who Became the Sun,Shelley Parker-Chan,Yes,The Invisible Life of Addie LaRue,V.E. Schwab,Yes,What Moves the Dead,T. Kingfisher,Yes,Legends & Lattes,Travis Baldree,Yes,White Trash Warlock,David R. Slayton,Yes,Children of Blood and Bone,Tomi Adeyemi,Yes,The Black Gryphon,Mercedes Lackey,Yes,Lost in the Moment and Found,Seanan McGuire,Yes,A Prayer for the Crown-Shy,Becky Chambers,,,,,,,,,,,,Assassin's Apprentice,Robin Hobb,Yes,The Carpet Merchant of Konstaniyya,Reimena Yee,,A Natural History of Dragons,Marie Brennan,Yes,The Daughter of Doctor Moreau,Silvia Moreno-Garcia,,Dawnshard,Brandon Sanderson,Yes,Morgan Is My Name,Sophie Keetch,Yes,These Violent Delights,Chloe Gong,Yes
626.0,,,Carry On,Rainbow Rowell,Yes,The Kaiju Preservation Society,John Scalzi,Yes,Good Omens,"Neil Gaiman, Terry Pratchett",,A Marvellous Light,Freya Marske,,Revenant Gun,Yoon Ha Lee,Yes,Mongrels,Stephen Graham Jones,Yes,The Echo Wife,Sarah Gailey,,Everfair,Nisi Shawl,,Spear,Nicola Griffith,Yes,Iron Council,China Miéville,Yes,Sabriel,Garth Nix,,The Twisted Ones,T. Kingfisher,Yes,Fauna,Christiane Vadnais,Yes,Practical Magic,Alice Hoffman,,The Empire of Gold,S.A. Chakraborty,,Petrified,Ben Meeks,Yes,The Anomaly,Michael Rutger,Yes,Exhalation,Ted Chiang,Yes,,,,,,,,,,,Blackfish City,Sam J. Miller,,The Midnight Bargain,C.L. Polk,,Borne,Jeff VanderMeer,,The Black God's Drums,P. Djèlí Clark,,The Devourers,Indra Das,,Malice,Heather Walter,,Jade City,Fonda Lee,
627.0,,,Silver in the Wood,Emily Tesh,Yes,The Fifth Season,N.K. Jemisin,Yes,A Memory of Light,"Robert Jordan, Brandon Sanderson",,Siren Queen,Nghi Vo,Yes,The Darkness Outside Us,Eliot Schrefer,,The Girl Who Fell Beneath the Sea,Axie Oh,Yes,The Lies of Locke Lamora,Scott Lynch,,The Lord of Stariel,A.J. Lancaster,,Spear,Nicola Griffith,Yes,The Dragon Republic,R.F. Kuang,Yes,The Seven Deaths of Evelyn Hardcastle,Stuart Turton,Yes,Nettle & Bone,T. Kingfisher,Yes,Legends & Lattes,Travis Baldree,Yes,The Atlas Six,Olivie Blake,Yes,Remote Control,Nnedi Okorafor,Yes,Hollow Kingdom,Kira Jane Buxton,Yes,Recursion,Blake Crouch,,,,,Persephone,Lev Grossman,The Six Deaths of the Saint,Alix E. Harrow,Undercover,Tamsyn Muir,The Candles are Burning,Veronica G. Henry,"Out of the Mirror, Darkness",Garth Nix,A Taste of Gold and Iron,Alexandra Rowland,Yes,Orconomics,J. Zachary Pike,,The Night Circus,Erin Morgenstern,Yes,Monstress,"Marjorie Liu, Sana Takeda",,Dragon Pearl,Yoon Ha Lee,Yes,All Systems Red,Martha Wells,Yes,Six Crimson Cranes,Elizabeth Lim,
628.0,,,Witchmark,C.L. Polk,Yes,The Fifth Season,N.K. Jemisin,Yes,The Vela,"Yoon Ha Lee, Becky Chambers, Rivers Solomon, S.L. Huang",Yes,Siren Queen,Nghi Vo,Yes,Under Fortunate Stars,Ren Hutchings,Yes,Elder Race,Adrian Tchaikovsky,Yes,Dark Rise,C.S. Pacat,Yes,The Djinn Falls in Love & Other Stories,"Mahvesh Murad, Jared Shurin",Yes,Legendborn,Tracy Deonn,Yes,The Unbroken,C.L. Clark,Yes,Ahsoka,E.K. Johnston,,Darling,K. Ancrum,,Kaikeyi,Vaishnavi Patel,Yes,The Dawnhounds,Sascha Stronach,Yes,A Master of Djinn,P. Djèlí Clark,Yes,The Empress of Time,Kylie Lee Baker,,Infinity Gate,M.R. Carey,Yes,Dark Ends,Clayton Snyder,Yes,,,,,,,,,,,Dead Silence,S.A. Barnes,Yes,Scars of Cereba,Rachel Emma Shaw,Yes,Nona the Ninth,Tamsyn Muir,Yes,Love After the End,Joshua Whitehead,Yes,Magic Bites,Ilona Andrews,Yes,Winter's Orbit,Everina Maxwell,,Eartheater,Dolores Reyes,
629.0,,,The Watchmaker of Filigree Street,Natasha Pulley,Yes,The Left Hand of Darkness,Ursula K. Le Guin,Yes,Uncommon Charm,Emily Bergslien & Kat Weaver,,The Iliad,Homer,Yes,The Darkness Outside Us,Eliot Schrefer,,Tress of the Emerald Sea,Brandon Sanderson,Yes,Memories of Ice,Steven Erikson,,A Marvellous Light,Freya Marske,,Spear,Nicola Griffith,Yes,Carry On,Rainbow Rowell,,The Song of Achilles,Madeline Miller,,Paladin's Hope,T. Kingfisher,Yes,Let the Mountains Be My Grave,Francesca Tacchi,Yes,The House in the Cerulean Sea,T.J. Klune,Yes,The Deep,Rivers Solomon,Yes,The Raven Tower,Ann Leckie,Yes,The Starless Sea,Erin Morgenstern,Yes,,,,The Ones Who Walk Away from Omelas,Ursula K. Le Guin,"St. Valentine, St. Abigail, St. Brigid",C.L. Polk,The Monologue of a Moon Goddess in the Palace of Pervasive Cold,Anja Hendrikse Liu,How to Raise a Kraken in Your Bathtub,P. Djèlí Clark,Farmer Giles of Ham,J.R.R. Tolkien,Witchmark,C.L. Polk,Yes,Can't Spell Treason Without Tea,Rebecca Thorne,,The Priory of the Orange Tree,Samantha Shannon,Yes,Elatsoe,Darcie Little Badger,Yes,"You Only Live Once, David Bravo",Mark Oshiro,Yes,Light from Uncommon Stars,Ryka Aoki,Yes,A Strange and Stubborn Endurance,Foz Meadows,Yes
630.0,Five Short Stories,Comfort Read 2021,Kushiel's Dart,Jacqueline Carey,,The Call of the Bone Ships,R.J. Barker,Yes,Leviathan Falls,James S.A. Corey,,The Lions of Al-Rassan,Guy Gavriel Kay,Yes,Ninefox Gambit,Yoon Ha Lee,Yes,The Princess Bride,William Goldman,,The Lies of Locke Lamora,Scott Lynch,,The Unbroken,C.L. Clark,Yes,A Memory of Light,"Robert Jordan, Brandon Sanderson",Yes,A Bit of Hatred,Joe Abercrombie,Yes,Harrow the Ninth,Tamsyn Muir,,Under the Whispering Door,T.J. Klune,,The Golden Enclaves,Naomi Novik,,Ghost Story,Jim Butcher,,The Rage of Dragons,Evan Winter,,Hollow Kingdom,Kira Jane Buxton,Yes,Slaughterhouse-Five,Kurt Vonnegut,Yes,A Game of Thrones,George R.R. Martin,,,,,,,,,,,,Assassin's Apprentice,Robin Hobb,,Blackflame,Will Wight,,Gardens of the Moon,Steven Erikson,,The Poppy War,R.F. Kuang,,The Cloud Roads,Martha Wells,Yes,Mort,Terry Pratchett,,Jade War,Fonda Lee,
