,gender,ethnicity,queer,nationality
Sheree Renée Thomas,Unknown,Unknown,,Unknown
Sherry Thomas,Woman,Asian,False,Unknown
Steve Thomas,Man,White,False,Unknown
Thomas T. Thomas,Unknown,Unknown,,Unknown
Craig Thompson,Man,White,False,Unknown
Tade Thompson,Man,Black,False,Unknown
Alex Thomson,Man,White,False,Unknown
Elyse Thomson,Unknown,Unknown,,Unknown
Pari Thomson,Unknown,Unknown,,Unknown
Rosiee Thor,Unknown,Unknown,,Unknown
Olen Thorensen,Man,White,False,Unknown
J.J. Thorn,Unknown,Unknown,,Unknown
Alex K. Thorne,Unknown,Unknown,,Unknown
M.E. Thorne,Unknown,Unknown,,Unknown
Rebecca Thorne,Unknown,Unknown,,Unknown
Gav Thorpe,Man,White,False,Unknown
Scott Thrower,Unknown,Unknown,,Unknown
Brenna Thummler,Woman,White,False,Unknown
Thundamoo,Unknown,Unknown,,Unknown
Rob Thurman,Unknown,Unknown,,Unknown
Ulla Thynell,Woman,White,False,Unknown
Lu Tianyi,Unknown,Unknown,,Unknown
Anne Tibbets,Woman,White,False,Unknown
Karin Tidbeck,Nonbinary,White,True,Unknown
Lavie Tidhar,Man,White,False,Unknown
Ludwig Tieck,Man,White,False,Unknown
Cate Tiernan,Unknown,Unknown,,Unknown
Chloe Timms,Unknown,Unknown,,Unknown
Christopher J. Timms,Unknown,Unknown,,Unknown
E.H. Timms,Unknown,Unknown,,Unknown
Ron Tiner,Unknown,Unknown,,Unknown
Chuck Tingle,Unknown,Unknown,,Unknown
Tim Tingle,Unknown,Unknown,,Unknown
H.L. Tinsley,Woman,White,False,Unknown
Amy Tintera,Woman,White,False,Unknown
Vincent Tirado,Unknown,Unknown,,Unknown
Paul Tobin,Unknown,Unknown,,Unknown
E. Catherine Tobler,Unknown,Unknown,,Unknown
Yana Toboso,Woman,Asian,False,Unknown
Mel Todd,Woman,White,False,Unknown
Tzvetan Todorov,Man,White,False,Unknown
Yoshihiro Togashi,Man,Asian,False,Unknown
Francois-Rene du Toit,Unknown,Unknown,,Unknown
Olga Tokarczuk,Unknown,Unknown,,Unknown
Maggie Tokuda-Hall,Woman,Asian,False,Unknown
Christopher Tolkien,Unknown,Unknown,,Unknown
J.R.R. Tolkien,Man,White,False,Unknown
Sarah Tolmie,Woman,White,True,Unknown
H.J. Tolson,Unknown,Unknown,,Unknown
Tatiana Tolstaya,Unknown,Unknown,,Unknown
Steve Toltz,Unknown,Unknown,,Unknown
Cindy Tomamichel,Unknown,Unknown,,Unknown
Kseniia Tomasheva,Unknown,Unknown,,Unknown
Patrick S. Tomlinson,Man,White,False,Unknown
Tom Toner,Unknown,Unknown,,Unknown
Andie Tong,Unknown,Unknown,,Unknown
Katarina E. Tonks,Unknown,Unknown,,Unknown
Hana Tooke,Unknown,Unknown,,Unknown
Adrienne Tooley,Woman,White,True,Unknown
Marten Toonder,Unknown,Unknown,,Unknown
Toonimated,Unknown,Unknown,,Unknown
Tor.com,Unknown,Unknown,,Unknown
Dempow Torishima,Man,Asian,False,Unknown
Akira Toriyama,Man,Asian,False,Unknown
Guillermo del Toro,Unknown,Unknown,,Unknown
Kid Toussaint,Unknown,Unknown,,Unknown
Amor Towles,Unknown,Unknown,,Unknown
Jack Townsend,Unknown,Unknown,,Unknown
Jessica Townsend,Woman,White,False,Unknown
Tracy Townsend,Woman,White,False,Unknown
Heather Tracy,Unknown,Unknown,,Unknown
William C. Tracy,Man,White,False,Unknown
Trang Thanh Tran,Unknown,Unknown,,Unknown
P.L. Travers,Unknown,Unknown,,Unknown
Todd Travis,Unknown,Unknown,,Unknown
Ian Tregillis,Man,White,False,Unknown
Gita Trelease,Woman,White,False,Unknown
Paul Tremblay,Man,White,False,Unknown
Tony Tremblay,Unknown,Unknown,,Unknown
Holley Trent,Unknown,Unknown,,Unknown
Kristopher Triana,Unknown,Unknown,,Unknown
Eugenia Triantafyllou,Woman,White,False,Unknown
Petros Triantafyllou,Man,White,False,Unknown
Ben Tripp,Unknown,Unknown,,Unknown
John Triptych,Unknown,Unknown,,Unknown
Sienna Tristen,Woman,White,True,Unknown
R.J. Triveri,Unknown,Unknown,,Unknown
Masha du Troit,Unknown,Unknown,,Unknown
Josh Trujillo,Unknown,Unknown,,Unknown
Tom Tryon,Unknown,Unknown,,Unknown
Fernanda Trías,Unknown,Unknown,,Unknown
Addie Tsai,Unknown,Unknown,,Unknown
Mia Tsai,Unknown,Unknown,,Unknown
Tlotlo Tsamaase,Unknown,Unknown,,Unknown
Dorothy Tse,Unknown,Unknown,,Unknown
Mizuki Tsujimura,Unknown,Unknown,,Unknown
Kiryu Tsukasa,Unknown,Unknown,,Unknown
Saki Tsukigami,Unknown,Unknown,,Unknown
Tsukina,Unknown,Unknown,,Unknown
Tsukiho Tsukioka,Unknown,Unknown,,Unknown
Kikuku Tsumura,Woman,Asian,False,Unknown
Enn Tsutamori,Unknown,Unknown,,Unknown
April Genevieve Tucholke,Woman,White,True,Unknown
Phil Tucker,Man,White,False,Unknown
C.J. Tudor,Woman,White,False,Unknown
Nisha J. Tuli,Unknown,Unknown,,Unknown
Chris Tullbane,Man,White,False,Unknown
Refe Tuma,Unknown,Unknown,,Unknown
A.M. Tuomala,Unknown,Unknown,,Unknown
Cadwell Turnbull,Man,Black,False,Unknown
A.R. Turner,Unknown,Unknown,,Unknown
Brian Turner,Man,White,False,Unknown
Dave Turner,Unknown,Unknown,,Unknown
Hailey Turner,Woman,White,True,Unknown
Megan Whalen Turner,Woman,White,False,Unknown
Megan Whelan Turner,Unknown,Unknown,,Unknown
Tiffany Turrill,Unknown,Unknown,,Unknown
TurtleMe,Man,White,False,Unknown
Harry Turtledove,Man,White,False,Unknown
Stuart Turton,Man,White,False,Unknown
Maria Turtschaninoff,Woman,White,False,Unknown
Lisa Tuttle,Unknown,Unknown,,Unknown
Amos Tutuola,Man,Black,False,Unknown
Tuí,Unknown,Unknown,,Unknown
Mark Twain,Man,White,False,Unknown
Trudi Tweedie,Unknown,Unknown,,Unknown
Kathy Tyers,Woman,White,False,Unknown
Tiffany Quay Tyson,Unknown,Unknown,,Unknown
Emma Törzs,Unknown,Unknown,,Unknown
Nahoko Uehashi,Woman,Asian,False,Unknown
Hisamitsu Ueo,Unknown,Unknown,,Unknown
E.P. Uggla,Unknown,Unknown,,Unknown
Eric Ugland,Unknown,Unknown,,Unknown
Dubravka Ugrešić,Unknown,Unknown,,Unknown
Sarena Ulibarri,Woman,White,False,Unknown
Cana Umino,Unknown,Unknown,,Unknown
Guan Un,Unknown,Unknown,,Unknown
Kim Un-Su,Man,Asian,False,Unknown
Uncredited,Unknown,Unknown,,Unknown
Michael R. Underwood,Unknown,Unknown,,Unknown
Sarah Underwood,Unknown,Unknown,,Unknown
Kimberly Unger,Unknown,Unknown,,Unknown
Unknown,Unknown,Unknown,,Unknown
Deepak Unnikrishnan,Unknown,Unknown,,Unknown
Bokuto Uno,Unknown,Unknown,,Unknown
John Updike,Man,White,False,Unknown
Naoki Urasawa,Man,Asian,False,Unknown
Debbie Urbanski,Unknown,Unknown,,Unknown
Gabriel Urbina,Man,Hispanic,False,Unknown
Aisha Urooj,Unknown,Unknown,,Unknown
Anne Ursu,Unknown,Unknown,,Unknown
Moses Ose Utomi,Unknown,Unknown,,Unknown
Ram V.,Unknown,Unknown,,Unknown
Bijal Vachharajani,Unknown,Unknown,,Unknown
Christiane Vadnais,Unknown,Unknown,,Unknown
Valerie Valdes,Woman,Hispanic,False,Unknown
Kimberly Vale,Woman,White,False,Unknown
Cat Valente,Unknown,Unknown,,Unknown
Catherynne M. Valente,Woman,White,True,Unknown
Susanne Valenti,Unknown,Unknown,,Unknown
Mira Valentin,Unknown,Unknown,,Unknown
Danielle Valentine,Unknown,Unknown,,Unknown
Dorian Valentine,Unknown,Unknown,,Unknown
Genevieve Valentine,Unknown,Unknown,,Unknown
J.P. Valentine,Man,White,True,Unknown
Vera Valentine,Unknown,Unknown,,Unknown
C.J. Valin,Unknown,Unknown,,Unknown
Eric Vall,Man,White,False,Unknown
Jean-Christophe Valtat,Unknown,Unknown,,Unknown
Jack Vance,Man,White,False,Unknown
Ann VanderMeer,Unknown,Unknown,,Unknown
Jeff VanderMeer,Man,White,False,Unknown
Glendy Vanderah,Woman,White,False,Unknown
JoSelle Vanderhooft,Unknown,Unknown,,Unknown
Charlotte Vane,Unknown,Unknown,,Unknown
Milla Vane,Woman,White,False,Unknown
Robert Vane,Man,White,False,Unknown
Eduardo Vaquerizo,Man,White,False,Unknown
Vauhini Vara,Unknown,Unknown,,Unknown
Robert E. Vardeman,Unknown,Unknown,,Unknown
Ferran Varela,Man,White,False,Unknown
Nina Varela,Unknown,Unknown,,Unknown
Various,Unknown,Unknown,,Unknown
John Varley,Man,White,False,Unknown
Brian K. Vaughan,Man,White,False,Unknown
Elizabeth Vaughan,Unknown,Unknown,,Unknown
Carrie Vaughn,Woman,White,False,Unknown
S.K. Vaughn,Unknown,Unknown,,Unknown
Leslie Vedder,Unknown,Unknown,,Unknown
Julia Vee,Unknown,Unknown,,Unknown
Vivian Vande Velde,Woman,White,False,Unknown
Colleen A.F. Venable,Unknown,Unknown,,Unknown
Dennis Venderkerken,Unknown,Unknown,,Unknown
Robert Venditti,Unknown,Unknown,,Unknown
Sukanya Venkatraghavan,Unknown,Unknown,,Unknown
M. Verant,Man,White,False,Unknown
Erin Vere,Unknown,Unknown,,Unknown
Attila Veres,Unknown,Unknown,,Unknown
Chace Verity,Unknown,Unknown,,Unknown
Noel Verlag,Unknown,Unknown,,Unknown
Aparna Verma,Unknown,Unknown,,Unknown
Katherena Vermette,Unknown,Unknown,,Unknown
Jules Verne,Man,White,False,Unknown
Ursula Vernon,Woman,White,False,Unknown
Matthew Vesely,Unknown,Unknown,,Unknown
Marie Vibbert,Woman,White,False,Unknown
Aveda Vice,Unknown,Unknown,,Unknown
Emily Victoria,Woman,White,True,Unknown
Mary Victoria,Woman,White,False,Unknown
Emma Vieceli,Unknown,Unknown,,Unknown
S.L. Viehl,Unknown,Unknown,,Unknown
VigoGrimborne,Unknown,Unknown,,Unknown
Camila Sosa Vilada,Unknown,Unknown,,Unknown
Alexander Dan Vilhjálmsson,Unknown,Unknown,,Unknown
Michael Villa,Unknown,Unknown,,Unknown
Raymond A. Villareal,Man,Hispanic,False,Unknown
K.S. Villoso,Woman,Asian,False,Unknown
Bev Vincent,Man,White,False,Unknown
Kit Vincent,Unknown,Unknown,,Unknown
Chris Vines,Unknown,Unknown,,Unknown
Joan D. Vinge,Unknown,Unknown,,Unknown
Vernor Vinge,Man,White,False,Unknown
R.R. Virdi,Unknown,Unknown,,Unknown
Virgil,Unknown,Unknown,,Unknown
R.M. Virtues,Unknown,Unknown,,Unknown
Magdalene Visaggio,Unknown,Unknown,,Unknown
Marius H. Visser,Unknown,Unknown,,Unknown
Samantha Vitale,Unknown,Unknown,,Unknown
Marina Vivancos,Woman,Hispanic,True,Unknown
Misty Vixen,Unknown,Unknown,,Unknown
Gerald Vizenor,Unknown,Unknown,,Unknown
Nghi Vo,Woman,Asian,True,Unknown
Dawn Vogel,Unknown,Unknown,,Unknown
A.E. Van Vogt,Unknown,Unknown,,Unknown
Christian Vogt,Unknown,Unknown,,Unknown
Judith C. Vogt,Nonbinary,White,True,Unknown
Jaqueline Vogtman,Unknown,Unknown,,Unknown
Elise Volkman,Unknown,Unknown,,Unknown
Voltaire,Man,White,False,Unknown
Élisabeth Vonarburg,Unknown,Unknown,,Unknown
Kurt Vonnegut,Man,White,False,Unknown
Sabrina Vourvoulias,Woman,Hispanic,False,Unknown
Chelsea Vowel,Unknown,Unknown,,Unknown
Chris Vuklisevic,Unknown,Unknown,,Unknown
Delilah Waan,Unknown,Unknown,,Unknown
Juliette Wade,Unknown,Unknown,,Unknown
Allison Carr Waechter,Unknown,Unknown,,Unknown
Satoshi Wagahara,Unknown,Unknown,,Unknown
K.B. Wagers,Nonbinary,White,True,Unknown
C.M. Waggoner,Woman,White,True,Unknown
Tim Waggoner,Man,White,False,Unknown
Erin K. Wagner,Unknown,Unknown,,Unknown
Karl Edward Wagner,Unknown,Unknown,,Unknown
Phoebe Wagner,Unknown,Unknown,,Unknown
Wendy N. Wagner,Unknown,Unknown,,Unknown
Carolin Wahl,Woman,White,False,Unknown
Yens Wahlgren,Man,White,False,Unknown
Mark Waid,Unknown,Unknown,,Unknown
Sidney Wainwright,Man,White,False,Unknown
Yatsuki Wakatsu,Unknown,Unknown,,Unknown
Mark Walden,Unknown,Unknown,,Unknown
Tillie Walden,Woman,White,True,Unknown
Lane Waldman,Unknown,Unknown,,Unknown
Howard Waldrop,Unknown,Unknown,,Unknown
Alexander Wales,Unknown,Unknown,,Unknown
Cory Walker,Unknown,Unknown,,Unknown
Jeff Walker,Man,White,False,Unknown
K.S. Walker,Unknown,Unknown,,Unknown
Karen Thompson Walker,Unknown,Unknown,,Unknown
Landry Q. Walker,Unknown,Unknown,,Unknown
N.R. Walker,Unknown,Unknown,,Unknown
Rysa Walker,Unknown,Unknown,,Unknown
Suzanne Walker,Unknown,Unknown,,Unknown
Victoria Walker,Unknown,Unknown,,Unknown
Alexander Wallace,Unknown,Unknown,,Unknown
Auralee Wallace,Unknown,Unknown,,Unknown
Daniel Wallace,Unknown,Unknown,,Unknown
Kali Wallace,Woman,White,False,Unknown
Matt Wallace,Man,White,False,Unknown
Sarah Wallace,Unknown,Unknown,,Unknown
Tilly Wallace,Woman,White,False,Unknown
Rae Waller,Unknown,Unknown,,Unknown
David Walliams,Unknown,Unknown,,Unknown
Eoghan Walls,Unknown,Unknown,,Unknown
Jasmine Walls,Unknown,Unknown,,Unknown
Horace Walpole,Man,White,False,Unknown
Natalie Zina Walschots,Woman,White,True,Unknown
Michael Walsh,Unknown,Unknown,,Unknown
Heather Walter,Woman,White,False,Unknown
Greg Walters,Unknown,Unknown,,Unknown
Ron Walters,Man,White,False,Unknown
Evangeline Walton,Unknown,Unknown,,Unknown
Jo Walton,Woman,White,False,Unknown
Tom Waltz,Unknown,Unknown,,Unknown
Elizabeth Wambheim,Unknown,Unknown,,Unknown
Steve Wands,Unknown,Unknown,,Unknown
J.C. Wang,Unknown,Unknown,,Unknown
M.L. Wang,Woman,Asian,False,Unknown
Maya Lin Wang,Unknown,Unknown,,Unknown
Regina Kanyu Wang,Unknown,Unknown,,Unknown
Yang Wanquing,Unknown,Unknown,,Unknown
Alicia Wanstall-Burke,Woman,White,False,Unknown
A.R. Ward,Unknown,Unknown,,Unknown
C. Elizabeth Ward,Unknown,Unknown,,Unknown
Catriona Ward,Woman,White,False,Unknown
Cynthia Ward,Unknown,Unknown,,Unknown
David Ward,Unknown,Unknown,,Unknown
J.R. Ward,Man,White,False,Unknown
Jesmyn Ward,Woman,Black,False,Unknown
Matthew Ward,Unknown,Unknown,,Unknown
Warden1207,Unknown,Unknown,,Unknown
Chris Ware,Unknown,Unknown,,Unknown
Jasmine Warga,Unknown,Unknown,,Unknown
Christopher Warman,Unknown,Unknown,,Unknown
Sylvia Townsend Warner,Woman,White,False,Unknown
Tiana Warner,Unknown,Unknown,,Unknown
John Waromi,Unknown,Unknown,,Unknown
Nancy Warren,Woman,White,False,Unknown
Scott Warren,Man,White,False,Unknown
Freda Warrington,Woman,White,False,Unknown
Peter Wartman,Unknown,Unknown,,Unknown
Alexandria Warwick,Unknown,Unknown,,Unknown
Desmond Warzel,Man,White,False,Unknown
Kawai Strong Washburn,Man,Black,False,Unknown
Gary Wassner,Unknown,Unknown,,Unknown
Erica Waters,Unknown,Unknown,,Unknown
Sarah Waters,Woman,White,True,Unknown
Angus Watson,Unknown,Unknown,,Unknown
Honey Watson,Unknown,Unknown,,Unknown
Martine Fournier Watson,Woman,White,False,Unknown
Mary Watson,Unknown,Unknown,,Unknown
Jamie Watt,Unknown,Unknown,,Unknown
Kim M. Watt,Woman,White,False,Unknown
Watt,Unknown,Unknown,,Unknown
Lawrence Watt-Evans,Man,White,False,Unknown
Dan Watters,Unknown,Unknown,,Unknown
Shannon Watters,Unknown,Unknown,,Unknown
Bill Watterson,Unknown,Unknown,,Unknown
Peter Watts,Man,White,False,Unknown
Daniel Way,Unknown,Unknown,,Unknown
Gerard Way,Unknown,Unknown,,Unknown
K.C. Wayland,Unknown,Unknown,,Unknown
Charissa Weaks,Unknown,Unknown,,Unknown
Use of Weapons,Unknown,Unknown,,Unknown
Tony Weare,Unknown,Unknown,,Unknown
Kat Weaver,Unknown,Unknown,,Unknown
Catherine Webb,Unknown,Unknown,,Unknown
D.D. Webb,Unknown,Unknown,,Unknown
Nathaniel Webb,Unknown,Unknown,,Unknown
Thomas Webb,Man,Black,False,Unknown
Wendy Webb,Woman,White,False,Unknown
Heather Webber,Woman,White,False,Unknown
Katherine Webber,Unknown,Unknown,,Unknown
Webbonomicon,Unknown,Unknown,,Unknown
David Weber,Man,White,False,Unknown
Helene Wecker,Woman,White,False,Unknown
Patrick Weekes,Man,White,False,Unknown
Brent Weeks,Man,White,False,Unknown
M. Darusha Wehm,Unknown,Unknown,,Unknown
Michael Wehunt,Unknown,Unknown,,Unknown
K.M. Weiland,Unknown,Unknown,,Unknown
Elizabeth Wein,Woman,White,False,Unknown
Kate Weinberg,Unknown,Unknown,,Unknown
Kelly Weinersmith,Unknown,Unknown,,Unknown
Zach Weinersmith,Unknown,Unknown,,Unknown
Alexander Weinstein,Man,White,False,Unknown
Andy Weir,Man,White,False,Unknown
Margaret Weis,Unknown,Unknown,,Unknown
Jacob Weisman,Unknown,Unknown,,Unknown
Jordan K. Weisman,Unknown,Unknown,,Unknown
Jonathan Weiss,Unknown,Unknown,,Unknown
C.F. Welburn,Man,White,False,Unknown
Wick Welker,Unknown,Unknown,,Unknown
Sam Weller,Unknown,Unknown,,Unknown
David Wellington,Man,White,False,Unknown
Manly Wade Wellman,Unknown,Unknown,,Unknown
William A. Wellman,Unknown,Unknown,,Unknown
Ankaret Wells,Unknown,Unknown,,Unknown
Brian Wells,Unknown,Unknown,,Unknown
Cate C. Wells,Unknown,Unknown,,Unknown
Dan Wells,Man,White,False,Unknown
H.G. Wells,Man,White,False,Unknown
Herbert Wells,Unknown,Unknown,,Unknown
Jaye Wells,Woman,White,False,Unknown
Jennifer Foehner Wells,Woman,White,False,Unknown
Martha Wells,Woman,White,False,Unknown
Rebecca Kim Wells,Woman,Asian,True,Unknown
Richard Wells,Unknown,Unknown,,Unknown
Chuck Wendig,Man,White,False,Unknown
Bernard Werber,Unknown,Unknown,,Unknown
Olga Werby,Woman,White,False,Unknown
Tehani Croft Wessely,Unknown,Unknown,,Unknown
A.J. West,Unknown,Unknown,,Unknown
Jacqueline West,Unknown,Unknown,,Unknown
Kyle West,Unknown,Unknown,,Unknown
Mathew West,Unknown,Unknown,,Unknown
Michelle West,Woman,Asian,False,Unknown
Xan West,Unknown,Unknown,,Unknown
Nils Westerboer,Unknown,Unknown,,Unknown
Scott Westerfeld,Man,White,False,Unknown
Beka Westrup,Unknown,Unknown,,Unknown
Albert Wetjen,Man,White,False,Unknown
Django Wexler,Man,White,False,Unknown
Robert Freeman Wexler,Unknown,Unknown,,Unknown
Andrew van Wey,Unknown,Unknown,,Unknown
Laura E. Weymouth,Woman,White,False,Unknown
Laura Weyr,Unknown,Unknown,,Unknown
Ian Whates,Man,White,False,Unknown
Michael Wheatley,Unknown,Unknown,,Unknown
Joss Whedon,Unknown,Unknown,,Unknown
Zack Whedon,Unknown,Unknown,,Unknown
E.B. Wheeler,Woman,White,False,Unknown
Jeff Wheeler,Man,White,False,Unknown
S.M. Wheeler,Woman,Unknown,,Unknown
Valentine Wheeler,Unknown,Unknown,,Unknown
WhimsicalDiety,Unknown,Unknown,,Unknown
The Whisperforge,Unknown,Unknown,,Unknown
David Whitaker,Man,White,False,Unknown
S.J. Whitby,Unknown,Unknown,,Unknown
Alex White,Unknown,Unknown,,Unknown
Andrew Joseph White,Unknown,Unknown,,Unknown
Casey White,Unknown,Unknown,,Unknown
Corey J. White,Man,White,False,Unknown
E.B. White,Unknown,Unknown,,Unknown
Elle Katherine White,Unknown,Unknown,,Unknown
Frances White,Unknown,Unknown,,Unknown
G.M. White,Unknown,Unknown,,Unknown
Gwynne White,Unknown,Unknown,,Unknown
J.A. White,Unknown,Unknown,,Unknown
J.H. White,Unknown,Unknown,,Unknown
James White,Man,White,False,Unknown
Kiersten White,Woman,White,False,Unknown
Shaoni C. White,Nonbinary,Asian,True,Unknown
Steve White,Unknown,Unknown,,Unknown
T.A. White,Woman,White,False,Unknown
T.H. White,Man,White,False,Unknown
Tyriek White,Unknown,Unknown,,Unknown
Wade Arthur White,Unknown,Unknown,,Unknown
Timandra Whitecastle,Woman,White,False,Unknown
Garon Whited,Man,White,False,Unknown
Colson Whitehead,Man,Black,False,Unknown
Joshua Whitehead,Nonbinary,Native,True,Unknown
Aliya Whiteley,Woman,White,False,Unknown
Tyler Whitesides,Man,White,False,Unknown
Kit Whitfield,Unknown,Unknown,,Unknown
L.H. Whitlock,Woman,White,False,Unknown
Emily Whitman,Unknown,Unknown,,Unknown
Joe Whitt,Unknown,Unknown,,Unknown
Garry Whitta,Unknown,Unknown,,Unknown
Sophie Whittemore,Woman,Asian,False,Unknown
Hannah F. Whitten,Woman,White,False,Unknown
Tracy Whitwell,Unknown,Unknown,,Unknown
Kurtis J. Wiebe,Man,White,False,Unknown
Bronte Christopher Wieland,Unknown,Unknown,,Unknown
Will Wight,Man,White,False,Unknown
Rem Wigmore,Nonbinary,White,True,Unknown
Yudhanjaya Wijeratne,Man,Asian,False,Unknown
Ysabeau S. Wilce,Unknown,Unknown,,Unknown
Wildbow,Man,White,False,Unknown
Alice Wilde,Unknown,Unknown,,Unknown
Fran Wilde,Unknown,Unknown,,Unknown
Kati Wilde,Unknown,Unknown,,Unknown
Oscar Wilde,Unknown,Unknown,,Unknown
Olivia Wildenstein,Unknown,Unknown,,Unknown
Anya Wildt,Unknown,Unknown,,Unknown
W.P. Wiles,Unknown,Unknown,,Unknown
Lou Wilham,Unknown,Unknown,,Unknown
Kate Wilhelm,Woman,White,False,Unknown
John Wilker,Unknown,Unknown,,Unknown
Alie Wilkes,Unknown,Unknown,,Unknown
Ally Wilkes,Unknown,Unknown,,Unknown
Carole Wilkinson,Unknown,Unknown,,Unknown
T.A. Willberg,Unknown,Unknown,,Unknown
Daniel Willcocks,Unknown,Unknown,,Unknown
Mo Willems,Unknown,Unknown,,Unknown
Edward Willett,Man,White,False,Unknown
Anthony Williams,Unknown,Unknown,,Unknown
Brittany N. Williams,Unknown,Unknown,,Unknown
Charles Williams,Unknown,Unknown,,Unknown
J.M. Williams,Unknown,Unknown,,Unknown
Janelle M. Williams,Unknown,Unknown,,Unknown
Jen Williams,Woman,White,False,Unknown
Kai Ashante Williams,Man,Black,True,Unknown
Kameron Williams,Unknown,Unknown,,Unknown
Kate M. Williams,Woman,White,False,Unknown
Liz Williams,Unknown,Unknown,,Unknown
Nicole Williams,Unknown,Unknown,,Unknown
Paul O. Williams,Man,White,False,Unknown
Phil Williams,Man,White,False,Unknown
R.S. Williams,Unknown,Unknown,,Unknown
Richard Williams,Man,White,False,Unknown
S. Zainab Williams,Unknown,Unknown,,Unknown
Sean Williams,Unknown,Unknown,,Unknown
Tad Williams,Man,White,False,Unknown
Tia Williams,Unknown,Unknown,,Unknown
Walter Jon Williams,Unknown,Unknown,,Unknown
Williams,Unknown,Unknown,,Unknown
Jack Williamson,Unknown,Unknown,,Unknown
Bill Willingham,Man,White,False,Unknown
Connie Willis,Woman,White,False,Unknown
Dan Willis,Unknown,Unknown,,Unknown
Jason J. Willis,Unknown,Unknown,,Unknown
D.H. Willison,Unknown,Unknown,,Unknown
Dave Willmarth,Unknown,Unknown,,Unknown
Tim Willocks,Unknown,Unknown,,Unknown
Chris Willrich,Unknown,Unknown,,Unknown
A.J. Wilson,Unknown,Unknown,,Unknown
C.L. Wilson,Woman,White,False,Unknown
Catherine M. Wilson,Unknown,Unknown,,Unknown
Daniel H. Wilson,Man,White,False,Unknown
Emily H. Wilson,Unknown,Unknown,,Unknown
G. Willow Wilson,Woman,White,False,Unknown
Kai Ashante Wilson,Unknown,Unknown,,Unknown
Kevin Wilson,Man,White,False,Unknown
Leah Wilson,Woman,White,False,Unknown
N. D. Wilson,Unknown,Unknown,,Unknown
Nicole Wilson,Woman,White,False,Unknown
Robert Charles Wilson,Unknown,Unknown,,Unknown
Sarah K.L. Wilson,Woman,White,False,Unknown
Vash Wilson,Unknown,Unknown,,Unknown
Justine Pucella Winans,Unknown,Unknown,,Unknown
Loaka Of The Wind,Unknown,Unknown,,Unknown
Terri Windling,Unknown,Unknown,,Unknown
Adam Wing,Man,White,False,Unknown
Cyan Wings,Unknown,Unknown,,Unknown
Josh Winning,Unknown,Unknown,,Unknown
Carson Winter,Man,White,False,Unknown
Evan Winter,Man,Black,False,Unknown
Lee Winter,Unknown,Unknown,,Unknown
Alice Winters,Unknown,Unknown,,Unknown
Ben H. Winters,Man,White,False,Unknown
Elsie Winters,Unknown,Unknown,,Unknown
Julian Winters,Unknown,Unknown,,Unknown
Lyra Winters,Unknown,Unknown,,Unknown
Jeanette Winterson,Unknown,Unknown,,Unknown
A.C. Wise,Unknown,Unknown,,Unknown
Michael Wisehart,Unknown,Unknown,,Unknown
Natalie Wish,Unknown,Unknown,,Unknown
Gina Wisker,Woman,White,False,Unknown
Katie Wismer,Unknown,Unknown,,Unknown
Nick Wisseman,Unknown,Unknown,,Unknown
John Wiswell,Man,White,True,Unknown
Paul Witcover,Unknown,Unknown,,Unknown
A.R. Witham,Unknown,Unknown,,Unknown
Michal Wojtas,Man,White,False,Unknown
Olga Wojtas,Unknown,Unknown,,Unknown
Gary K Wolf,Unknown,Unknown,,Unknown
Lyra Wolf,Nonbinary,White,True,Unknown
Bernard Wolfe,Unknown,Unknown,,Unknown
Dorian Wolfe,Woman,White,False,Unknown
Gene Wolfe,Man,White,False,Unknown
Navah Wolfe,Unknown,Unknown,,Unknown
Tom Wolfe,Man,White,False,Unknown
Tracy Wolff,Woman,White,False,Unknown
Chris Wolfgang,Unknown,Unknown,,Unknown
