CARD,NUMBER OF PREVIOUS YEARS,HERO MODE,SQUARE 1: TITLE,SQUARE 1: AUTHOR,SQUARE 1: HARD MODE,SQUARE 1: SUBSTITUTION,SQUARE 2: TITLE,SQUARE 2: AUTHOR,SQUARE 2: HARD MODE,SQUARE 2: SUBSTITUTION,SQUARE 3: TITLE,SQUARE 3: AUTHOR,SQUARE 3: HARD MODE,SQUARE 3: SUBSTITUTION,SQUARE 4: TITLE,SQUARE 4: AUTHOR,SQUARE 4: HARD MODE,SQUARE 4: SUBSTITUTION,SQUARE 5: TITLE,SQUARE 5: AUTHOR,SQUARE 5: HARD MODE,SQUARE 5: SUBSTITUTION,SQUARE 6: TITLE,SQUARE 6: AUTHOR,SQUARE 6: HARD MODE,SQUARE 6: SUBSTITUTION,SQUARE 7: TITLE,SQUARE 7: AUTHOR,SQUARE 7: HARD MODE,SQUARE 7: SUBSTITUTION,SQUARE 8: TITLE,SQUARE 8: AUTHOR,SQUARE 8: HARD MODE,SQUARE 8: SUBSTITUTION,SQUARE 9: TITLE,SQUARE 9: AUTHOR,SQUARE 9: HARD MODE,SQUARE 9: SUBSTITUTION,SQUARE 10: TITLE,SQUARE 10: AUTHOR,SQUARE 10: HARD MODE,SQUARE 10: SUBSTITUTION,SQUARE 11: TITLE,SQUARE 11: AUTHOR,SQUARE 11: HARD MODE,SQUARE 11: SUBSTITUTION,SQUARE 12: TITLE,SQUARE 12: AUTHOR,SQUARE 12: HARD MODE,SQUARE 12: SUBSTITUTION,SQUARE 13: TITLE,SQUARE 13: AUTHOR,SQUARE 13: HARD MODE,SQUARE 13: SUBSTITUTION,SQUARE 14: TITLE,SQUARE 14: AUTHOR,SQUARE 14: HARD MODE,SQUARE 14: SUBSTITUTION,SQUARE 15: TITLE,SQUARE 15: AUTHOR,SQUARE 15: HARD MODE,SQUARE 15: SUBSTITUTION,SQUARE 16: TITLE,SQUARE 16: AUTHOR,SQUARE 16: HARD MODE,SQUARE 16: SUBSTITUTION,SQUARE 17: TITLE,SQUARE 17: AUTHOR,SQUARE 17: HARD MODE,SQUARE 17: SUBSTITUTION,SQUARE 18: TITLE,SQUARE 18: AUTHOR,SQUARE 18: HARD MODE,SQUARE 18: SUBSTITUTION,SQUARE 19: TITLE,SQUARE 19: AUTHOR,SQUARE 19: HARD MODE,SQUARE 19: SUBSTITUTION,SQUARE 20: TITLE,SQUARE 20: AUTHOR,SQUARE 20: HARD MODE,SQUARE 20: SUBSTITUTION,SQUARE 21: TITLE,SQUARE 21: AUTHOR,SQUARE 21: HARD MODE,SQUARE 21: SUBSTITUTION,SQUARE 22: TITLE OF COLLECTION,SQUARE 22: AUTHOR OF COLLECTION,SQUARE 22: HARD MODE,SQUARE 22: SUBSTITUTION,SQUARE 22A: SHORT STORY 1,SQUARE 22A: AUTHOR 1,SQUARE 22B: SHORT STORY 2,SQUARE 22B: AUTHOR 2,SQUARE 22C: SHORT STORY 3,SQUARE 22C: AUTHOR 3,SQUARE 22D: SHORT STORY 4,SQUARE 22D: AUTHOR 4,SQUARE 22E: SHORT STORY 5,SQUARE 22E: AUTHOR 5,SQUARE 23: TITLE,SQUARE 23: AUTHOR,SQUARE 23: HARD MODE,SQUARE 23: SUBSTITUTION,SQUARE 24: TITLE,SQUARE 24: AUTHOR,SQUARE 24: HARD MODE,SQUARE 24: SUBSTITUTION,SQUARE 25: TITLE,SQUARE 25: AUTHOR,SQUARE 25: HARD MODE,SQUARE 25: SUBSTITUTION,FAVORITE SQUARE,UNFAVORITE SQUARE
1109,3,NA,A Shadow of All Night Falling,Glen Cook,Yes,NA,"Guards, Guards!",Terry Pratchett,NA,NA,Dungeon Crawler Carl,Matt Dinniman,Yes,NA,Jhereg,Steven Brust,NA,NA,Old Man's Cave,Jeff Smith,NA,NA,The King's Dragon,Kate Elliot,Yes,NA,Elfshadow,Elaine Cunningham,Yes,NA,Curse of the Mistwraith,Janny Wurts,NA,NA,Skysworn,Will Wight,NA,NA,Shards of Honor,Lois McMaster Bujold,NA,NA,Sailor on the Seas of Fate,Michael Moorcock,NA,Sword and Sorcery 2016,The Crippled God,Steven Erikson,Yes,NA,The Bright Sword,Lev Grossman,NA,NA,The Parched Sea,Troy Denning,NA,NA,Assassin's Apprentice,Robin Hobb,NA,NA,In Sylvan Shadows,R.A. Salvatore,NA,NA,Leviathan Wakes,James S.A. Corey,NA,NA,The Tiger Came Down the Mountain,Nghi Vo,NA,NA,Night of Knives,Ian Esslemont,Yes,NA,The Eye of the World,Robert Jordan,NA,NA,The Teller of Small Fortunes,Julie Leong,NA,NA,The Unreal and the Real: The Selected Short Stories of Ursula Le Guin,Ursula Le Guin,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cold Days,Jim Butcher,Yes,NA,The Black Powder War,NAomi Novik,NA,NA,Tigana,Guy Gavriel Kay,NA,NA,7. Bards,9. Self-Published or Indie Publisher
1110,0,NA,Witch walker T1 : The witch collector,Charissa Weaks,NA,NA,The serpent and the wings of night T1,Carissa Broadbent,NA,NA,Nevernight T1 : Ne jamais reculer,Jay Kristoff,NA,NA,Gods and monsters T1 : The book of Azrael,Amber V. Nicole,NA,NA,Caraval T3 : Finale,Stephanie Garber,NA,NA,Six of crows T1,Leigh Bardugo,NA,NA,NA,NA,NA,NA,Bride,Ali Hazelwood,NA,NA,Dragon Brides T4 : Midnight ruin,Moira Kane,NA,NA,A court of thorns and roses T3.5 : A court of frost and starlight,Sarah J. Maas,NA,NA,Les liens du destin T2 : Savage bonds,J. Bree,NA,NA,Terres brisées T2 : Lame brisée,Victoria Aveyard,NA,NA,Un serment d'ombres et de glace T1,Jennifer Bacray,NA,NA,The empyrean T1 : Fourth wing,Rebecca Yarros,NA,NA,NA,NA,NA,NA,Solo leveling T07 à T09,Chu-Gong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lightlark T1,Alex Aster,NA,NA,Le clan Bennett T1 : Le chant du loup,T.J. Klune,NA,NA,Starling House,Alix E. Harrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Attack on Titan T01 à 08,Hajime Isayama,NA,NA,Moonfall T1 : When the moon hatched,Sarah A. Parker,NA,NA,A study in drowning T1,Ava Reid,NA,NA,10. Romantasy,17. Space Opera
1111,0,NA,From Blood and Ash,Jennifer L. Armentrout,Yes,NA,"The Lion, The Witch and The Wardrobe",C. S. Lewis,Yes,NA,Harry Potter and the Order of the Pheonix,J. K. Rowling,NA,NA,Mistborn,Brandon Sanderson,Yes,NA,Clockwork Angel,Cassandra Clare,NA,NA,Daughter of the Siren Queen,Tricia Levenseller,Yes,NA,Name of the wind,Patrick Rothfuss,NA,NA,House of Earth and Blood,Sarah J.Maas,Yes,NA,Anathema,Kerri Lake,NA,NA,Radiance,Grace Draven,NA,NA,Picture of Dorian Gray,Oscar Wilde,NA,NA,The Blade Itself,Joe Abercrombie,NA,NA,Reckless,Lauren Roberts,NA,NA,Fourth Wing,Rebecca Yarros,Yes,NA,Practical Magic,Alice Hoffman,Yes,NA,The fellowship of the ring,J.R.R.Tolkien,NA,NA,Red Rising,Pierce Brown,NA,NA,Sword of Kaigen,M.L. Wang,NA,NA,One Dark Window,Rachel Gillig,Yes,NA,Phantasma,Kaylie Smith,NA,NA,The Graveyard Book,Neil Gaiman,Yes,NA,NA,NA,NA,Bingo 2023. Young Adult.,Divine Rivals,Rebecca Ross,NA,NA,NA,NA,NA,NA,NA,NA,Whay Moves the Dead,T. Kingfisher,Yes,NA,Kingdom of Copper,S.A. Chakraborty,Yes,NA,Alanna: The First Adventure,Tamora Pierce,NA,NA,NA,NA
1112,2,NA,Empire of Silence,Christopher Ruocchio,Yes,NA,Nona the Ninth,Tamsyn Muir,NA,NA,The Luminous Dead,Caitlin Starling,Yes,NA,The Blacktongue Thief,Christopher Buehlman,NA,NA,Upgrade,Blake Crouch,Yes,NA,His Majesty's Dragon,Naomi Novik,Yes,NA,Dark Water Daughter,H.M. Long,NA,NA,Hera,Jennifer Saint,NA,NA,The Devil's Mercy,Florian Müll,Yes,NA,The Ministry of Time,Kaliane Bradley,NA,NA,Blood Over Bright Haven,M.L. Wang,NA,NA,Wind and Truth,Brandon Sanderson,Yes,NA,The Familiar,Leigh Bardugo,NA,NA,Fevered Star,Rebecca Roanhorse,Yes,NA,Royal Assassin,Robin Hobb,NA,NA,Legends and Lattes,Travis Baldree,Yes,NA,Children of Time,Adrian Tchaikovsky,NA,NA,The Fox Wife,Yangsze Choo,NA,NA,Phantasma,Kaylie Smith,Yes,NA,Deathless,Catherynne M. Valente,Yes,NA,The Library at Mount Char,Scott Hawkins,Yes,NA,Fifty Beasts to Break Your Heart: And Other Stories,Gennarose Nethercott,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Revelator,Daryl Gregory,Yes,NA,Emily Wilde's Encyclopaedia of Faeries,Heather Fawcett,NA,NA,The Wings Upon Her Back,Samantha Mills,NA,NA,3. Under the Surface,NA
1113,0,Yes,Devil in the Gateway,Mike Carey,Yes,NA,NA,NA,NA,NA,Dungeon Crawler Carl,Matt Dinniman,Yes,NA,NA,NA,NA,NA,A Game of You,Neil Gaiman,Yes,NA,NA,NA,NA,NA,Soul Music,Terry Pratchett,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,House in the Cerulean Sea,T.T. Klune,Yes,NA,Piranesi,Susanna Clarke,NA,NA,NA,NA,NA,NA,Dämmerland,Malte Hoyer,Yes,NA,NA,NA,NA,NA,Dark Lord of Derkholm,Diana Wynne Jones,NA,NA,Legends and Lattes,Travis Baldree,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Twig,Skottie Young,Yes,NA,Something Wicked This Way Comes,Ray Bradbury,Yes,NA,Side Jobs,Jim Butcher,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Die Insel der Tausend Leuchttürme,Walter Moers,Yes,NA,Die Feuer der Finsterwacht,Bernhard Hennen,Yes,NA,The Princess Bride,William Goldman,NA,NA,3. Under the Surface,25. Book Club or Readalong Book
1114,0,Yes,Dungeon Crawler Carl,Matt Dinniman,Yes,NA,NA,NA,NA,NA,Dungeon Crawler Carl,Matt Dinniman,Yes,NA,The Cat Who Saved Books,Sōsuke Natsukawa,NA,NA,NA,NA,NA,NA,Two Ravens and One Crow,Kevin Hearne,NA,NA,NA,NA,NA,NA,Iron Widow,Xiran Jay Zhao,Yes,NA,Dungeon Crawler Carl,Matt Dinniman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Desert Prince,Peter V. Brett,Yes,NA,The Daughter’s War,Christopher Buehlman,NA,NA,Paladin’s Hope,T. Kingfisher,Yes,NA,A Night in the Lonesome October,Roger Zelazny,NA,NA,Dungeon Crawler Carl,Matt Dinniman,NA,NA,The Never Wars,David Pedreira,NA,NA,The Dead Cat Tail Assassins,P. Djeli Clark,NA,NA,Dungeon Crawler Carl,Matt Dinniman,Yes,NA,Iron Widow,Xiran Jay Zhao,NA,NA,A House with Good Bones,T. Kingfisher,Yes,NA,Cursed Bunny,Bora Chung,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Envy of Angels,Matt Wallace,Yes,NA,The Desert Prince,Peter V. Brett,Yes,NA,NA,NA,NA,NA,24. Reference Materials,10. Romantasy
1115,0,NA,The Colo(u)r of Magic,Terry Pratchett,Yes,NA,When Women Were Dragons,Kelly Barnhill,Yes,NA,Rolling in the Deep,Mira Grant,Yes,NA,Anatomy: A Love Story,Dana Schwartz,Yes,NA,The Southern Book Club's Guide to Slaying Vampires,Grady Hendrix,NA,NA,Unicorn vs Goblins,Dana Simpson,Yes,NA,Craft: Stories I Wrote for the Devil,Ananda Lima,NA,NA,Over the Woodward Wall,A. Deborah Baker,Yes,NA,Human Scars on Planet Skin,Effie Joe Stock and Nathaniel Luscombe,Yes,NA,This is How You Lose the Time War,Amal El-Mohtar and Max Gladstone,Yes,NA,Ninth House,Leigh Bardugo,Yes,NA,"The Long Way to a Small, Angry Planet",Becky Chambers,Yes,NA,The Gods Below,Andrea Stewart,NA,NA,Onyx Storm,Rebecca Yarros,Yes,NA,Animorphs: The Stranger,K. A. Applegate,Yes,NA,Shadowsong,S. Jae-Jones,Yes,NA,Space Opera,Catherynne M. Valente,Yes,NA,Ring Shout,P. Djeli Clark,NA,NA,Sunrise on the Reaping,Suzanne Collins,Yes,NA,Somewhere Beyond the Sea,T. J. Klune,Yes,NA,Where I Can't Follow,Ashley Blooms,Yes,NA,Laughter at the Academy,Seanan McGuire,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Kaiju Preservation Society,John Scalzi,Yes,NA,Long Live Evil,Sarah Rees Brennan,NA,NA,Dungeon Crawler Carl,Matt Dinniman,NA,NA,17. Space Opera,25. Book Club or Readalong Book
1116,0,NA,The Hunger Games,Suzanne Collins,Yes,NA,The Lies of Locke Lamora,Scott Lynch,Yes,NA,The Deep,Rivers Solomon,Yes,NA,A Tempest of Tea,Hafsah Faizal,Yes,NA,Half a King,Joe Abercrombie,Yes,NA,Leviathan Wakes,James S. A. Corey,Yes,NA,A River Enchanted,Rebecca Ross,Yes,NA,Sleeping Giants,Sylvain Neuvel,Yes,NA,The Sign of the Dragon,Mary Soon Lee,Yes,NA,Mortal Skin,Lily Mayne,Yes,NA,Ninth House,Leigh Bardugo,Yes,NA,The Jasmine Throne,Tasha Suri,Yes,NA,The Dollmakers,Lynn Buchanan,Yes,NA,The Nothing Within,Andy Giesler,Yes,NA,Red Mars,Kim Stanley Robinson,Yes,NA,Legends & Lattes,Travis Baldree,Yes,NA,A Memory Called Empire,Arkady Martine,Yes,NA,Raybearer,Jordan Ifueko,Yes,NA,Chain-Gang All-Stars,Nana Kwame Adjei-Brenyah,Yes,NA,Starter Villain,John Scalzi,Yes,NA,The Raven Boys,Maggie Stiefvater,Yes,NA,Exhalation,Ted Chiang,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Annihilation,Jeff Vandermeer,Yes,NA,The Bone Season,Samantha Shannon,Yes,NA,Godkiller,Hannah Kaner,Yes,NA,20. Judge A Book By Its Cover,15. Published in the 1990s
1117,0,NA,Paladin's Grace,T. Kingfisher,Yes,NA,The Adventures of Amina al-Sirafi,Shannon Chakraborty,Yes,NA,Wool,Hugh Howey,Yes,NA,Foundryside,Robert Jackson Bennett,Yes,NA,Red Rising,Pierce Brown,Yes,NA,The Dragon Keeper,Robin Hobb,Yes,NA,A River Enchanted,Rebecca Ross,Yes,NA,Orconomics,J. Zachary Pike,Yes,NA,The Pomegranate Gate,Ariel Kaplan,Yes,NA,The Priory of the Orange Tree,Samantha Shannon,Yes,NA,Babel,R.F. Kuang,Yes,NA,Jade City,Fonda Lee,Yes,NA,The Wings Upon Her Back,Samantha Mills,Yes,NA,Fourth Wing,Rebecca Yarros,Yes,NA,Snow Crash,Neal Stephenson,Yes,NA,Bookshops & Bonedust,Travis Baldree,Yes,NA,A Memory Called Empire,Arkady Martine,Yes,NA,The Bone Shard Daughter,Andrea Stewart,Yes,NA,Dungeon Crawler Carl,Matt Dinniman,Yes,NA,Children of Time,Adrian Tchaikovsky,Yes,NA,Emily Wilde's Encyclopaedia of Faeries,Heather Fawcett,Yes,NA,Bloodchild and Other Stories,Octavia E. Butler,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Of Sea and Shadow,Will Wight,Yes,NA,The Bone Ships,R.J. Barker,Yes,NA,Starter Villain,John Scalzi,NA,NA,6. Entitled Animals,15. Published in the 1990s
1118,0,Yes,Gone,Michael Grant,Yes,NA,The Haunting of Hill House,Shirley Jackson,Yes,NA,Eden,Joey Graceffa,Yes,NA,A Lady's Guide to Petticoats and Piracy,McKenzie Lee,Yes,NA,The Hunger Games Trilogy,Suzanne Collins,Yes,NA,A Natural History of Dragons,Marie Brennan,Yes,NA,The Ballad of Sprikit the Bard (and company),Sean O'Boyle,Yes,NA,How to Care for Cursed Fish,Elle Hartford,Yes,NA,Pulstar: Meadows of Involution,Giancarlo Roversi,Yes,NA,Can't Spell Treason Without Tea,Rebecca Thorne,Yes,NA,Conjure Wife,Fritz Leiber,Yes,NA,The Downloaded,Robert J. Sawyer,Yes,NA,Eye of the Ouroboros,Megan Bontrager,Yes,NA,Our Share of Night,Marina Enriquez,Yes,NA,Jurassic Park,Michael Crichton,Yes,NA,Feet of Clay,Terry Pratchett,Yes,NA,Moon Dust in My Hairnet,JR Creadon,Yes,NA,White World,Saad T. Farooqi,Yes,NA,Nanoland,Jack McGuigan,Yes,NA,Spiral of Life,Francesca McMahon,Yes,NA,Elatsoe,Darcie Little Badger,Yes,NA,Beyond the Bounds of Infinity,"Vaughn A. Jackson, Stephanie Pearre",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In the Shadow of the Fall,Tobi Ogundiran,Yes,NA,The Sea Spirit Festival,Claudie Arseneault,Yes,NA,The Magic Fish,Trung Le Nguyen,Yes,NA,24. Reference Materials,25. Book Club or Readalong Book
1119,4,NA,"The long way to a small, angry planet",Becky Chambers,Yes,NA,Time of the Twins,"Margaret Weis, Tracy Hickman",Yes,NA,Homeland,R.A. Salvatore,Yes,NA,Six of Crows,Leigh Bardugo,Yes,NA,The Lathe of Heaven,Ursula K. Le Guin,NA,NA,Dragonfired,J. Zachary Pike,Yes,NA,The Ships of Merior,Janny Wurts,Yes,NA,Grey Sister,Mark Lawrence,Yes,NA,Dyer Street Punk Witches,Phil Williams,Yes,NA,The Magpie Lord,K.J. Charles,Yes,NA,The Silence of Unworthy Gods,Andrew Rowe,Yes,NA,For we are many,Dennis E. Taylor,Yes,NA,The Inevitable Ruin,Matt Diniman,NA,NA,Before they are hanged,Joe Abercrombie,Yes,NA,Dealing with Dragons,Patricia C. Wrede,Yes,NA,Vol'jin: Shadows of the Horde,Michael A. Stackpole,Yes,NA,Space Opera,Catherynne M. Valente,Yes,NA,A Master of Djin,P. Djèli Clark,Yes,NA,Sixteen Ways to Defend a Walled City,K.J. Parker,Yes,NA,The Traitor Baru Cormorant,Seth Dickinson,Yes,NA,Can't spell Treason without Tea,Rebecca Thorne,NA,NA,Spirits Abroad,Zen Cho,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tales from the Gas Station,Jack Townsend,Yes,NA,The Bone Ships Wake,RJ Barker,Yes,NA,Neuromancer,William Gibson,NA,NA,7. Bards,10. Romantasy
1120,5,NA,Gods of Wyrdwood,RJ BARKER,NA,NA,Gunmetal Gods,Zamil Akhtar,NA,NA,System Collapse,Martha Wells,NA,NA,"One Piece, Vol. 105",Eiichiro Oda,NA,NA,The Lathe of Heaven,Ursula K. Le Guin,NA,NA,Starling House,Alix E. Harrow,NA,NA,The Jinn-Bot of Shantiport,Samit Basu,NA,NA,Leviathan Wakes,James S.A. Corey,NA,NA,The Last Echo of the Lord of Bells,John Bierce,NA,NA,The Daughters' War,Christopher Buehlman,NA,Sequel,The Ninth House,Leigh Bardugo,NA,NA,City of Last Chances,Adrian Tchaikovsky,NA,NA,The Tainted Cup,Robert Jackson Bennett,NA,NA,Mirrored Heavens,Rebecca Roanhorse,NA,NA,Stardust,Neil Gaiman,NA,NA,Snuff,Terry Pratchett,NA,NA,Translation State,Ann Leckie,NA,NA,To Shape a Dragon's Breath,Moniquill Blackgoose,NA,NA,This Inevitable Ruin: Dungeon Crawler Carl,Matt Dinniman,NA,NA,The Three-Body Problem,Liu Cixin,NA,NA,Dead Country,Max Gladstone,NA,NA,The Paper Menagerie and Other Stories,Ken Liu,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ring Shout,P. Djeli Clark,NA,NA,How to Become the Dark Lord and Die Trying,Django Wexler,NA,NA,The warded Gunslinger,Filip Wiltgren,NA,NA,4. Criminals,22. Five SFF Short Stories
1121,3,NA,Bleach Volumes 1-6,Tite Kubo,Yes,NA,The Worst Witch Books 1-3,Jill Murphy,NA,NA,The Deep,Nick Cutter,Yes,NA,I Was a Teenage Slasher,Stephen Graham Jones,NA,NA,Ubik,Philip K. Dick,NA,NA,Feral Volume 1: Stray Cats and Feral Volume 2: Cat Lady,Tony Fleecs,NA,NA,Dragonsong,Anne McCaffery,NA,NA,Sunrise on the Reaping,Suzanne Collins,NA,NA,Monstrilio,Gerardo Samano Cordova,NA,NA,The Woods All Black,Lee Mandelo,Yes,NA,Record of a Night Too Brief,Hiromi Kawakami,NA,Magical Realism 2023,The Lotus Empire,Tasha Suri,NA,NA,Kagurabachi Volumes 4-6,Takeru Hokazono,NA,NA,Camp Damascus,Chuck Tingle,Yes,NA,Crota,Owl Goingback,NA,NA,The Hobbit,J.R.R. Tolkien,NA,NA,The Hitchhiker's Guide to the Galaxy,Douglas Adams,NA,NA,Vanishing World,Sayaka Murata,NA,NA,Dendera,Yuya Sato,Yes,NA,Chlorine,Jade Song,NA,NA,Beneath the Trees Where Nobody Sees,Patrick Horvath,NA,NA,NA,NA,NA,NA,These Little Tyrants,Erik McHatton,She Sheds Her Skin,Raven Jakubowski,"Lips Sealed, Steeped in Oil, Pores Opening Like Mouths",Ai Jiang,Rags to Riches,Ivy Grimes,The Elves,Ludwig Tieck,Monstress,Marjorie Liu,Yes,NA,Frozen Hell,"John W. Campbell, Jr.",NA,NA,Walking Practice,Dolki Min,NA,NA,15. Published in the 1990s,20. Judge A Book By Its Cover
1122,0,NA,Ahren,Torsten Weitze,Yes,NA,Silver Spines,Jaime Castle,NA,NA,Daughter of the Merciful Deep,Leslye Penelope,NA,NA,Knight of Shadow,Kel Kade,Yes,NA,Instruction of Shadow,Benedict Jacka,Yes,NA,Daughter of the Dragon,Michael Manning,Yes,NA,The Bone Harp,Victoria Goddard,NA,NA,The Thousand Names,Django Wexler,Yes,NA,Last Day of the Immortal,Kirill Klevanski,NA,NA,Onyx Storm,Rebecca Yarros,NA,NA,Cold Iron,Anthony Ryan,NA,NA,The Book that broke the world,Mark Lawrence,NA,NA,Dragon Rider,Taran Matharu,NA,NA,Unbound,Michael Miller,Yes,NA,The Thief,Megan Whelan Turner,Yes,NA,The Goblin Emperor,Katherine Addison,Yes,NA,To Sleep in a Sea of Stars,Christopher Paolini,NA,NA,Archangels Lineage,Nalini Singh,NA,NA,"After the fall, Before the fall, during the fall",Nancy Kress,NA,NA,The Shadow of the Gods,John Gywnne,NA,NA,Starling House,Alix E Harrow,Yes,NA,NA,NA,NA,NA,Threshold,Will Wight,Friendship,Laura Resnick,The Secret,Mark Lawrence,Better to be Live than Die,John Gwynne,Professional Intergrity,Michael J Sullivan,The Aching God,Mike Shel,Yes,NA,Wind and Truth,Brandon Sanderson,NA,NA,The Tainted Cup,Robert Jackson Bennett,NA,NA,"16. Orcs, Trolls, and Goblins — Oh My!",19. Survival
1123,0,NA,Paladin's Grace,T. Kingfisher,Yes,NA,Five Broken Blades,Mai Corland,NA,NA,Faebound,Saara El-Arifi,Yes,NA,A Tempest of Tea,Hafsah Faizal,Yes,NA,A Sweet Sting of Salt,Rose Sutherland,Yes,NA,To Shape a Dragon's Breath,Moniquill Blackgoose,Yes,NA,A Fire Endless,Rebecca Ross,Yes,NA,The Oleander Sword,Tasha Suri,Yes,NA,The Quantity of Desire,Payson R. Harris,Yes,NA,A Strange and Stubborn Endurance,Foz Meadows,Yes,NA,Ninth House,Leigh Bardugo,Yes,NA,Black Salt Queen,Samantha Bansil,Yes,NA,Inferno's Heir,Tiffany Wang,Yes,NA,Sunbringer,Hannah Kaner,Yes,NA,I Who Have Never Known Men,Jacqueline Harpman,NA,NA,The Teller of Small Fortunes,Julie Leong,NA,NA,This Will Be Fun,E.B. Asher,NA,Queernorm Setting 2023,The Prince Without Sorrow,Maithree Wijesekara,Yes,NA,The Butcher of the Forest,Premee Mohamed,Yes,NA,The Navigating Fox,Christopher Rowe,Yes,NA,Emily Wilde's Encyclopaedia of Faeries,Heather Fawcett,Yes,NA,Fifty Beasts to Break Your Heart: And Other Stories,GennaRose Nethercott,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Goddess of the River,Vaishnavi Patel,Yes,NA,The Priory of the Orange Tree,Samantha Shannon,Yes,NA,The Tainted Cup,Robert Jackson Bennett,NA,NA,6. Entitled Animals,5. Dreams
1124,0,NA,Green Rider,Kristen Britain,Yes,NA,A Short Walk Through A Wide World,Douglas Westerbeke,Yes,NA,The Membranes,Chi Ta-Wei,Yes,NA,Nicked,M.T. Anderson,Yes,NA,The Dream Hotel,Laila Lalami,Yes,NA,What We Fed To The Manticore,Talia Lakshmi Kolluri,Yes,NA,The Bone Harp,Victoria Goddard,Yes,NA,The Serpent's Wake,Rachel Hartman,Yes,NA,A Kind Voice in Hell,Ames Mullery,Yes,NA,Yield Under Great Persuasion,Alexandra Rowland,Yes,NA,Never Let Me Go,Kazuo Ishiguro,Yes,NA,Ship of Magic,Robin Hobb,Yes,NA,The Other Valley,Scott Alexander Howard,Yes,NA,Feral Creatures,Kira Jane Buxton,Yes,NA,The Sparrow,Mary Doria Russell,Yes,NA,The Goblin Emperor,Katherine Addison,Yes,NA,Provenance,Anne Leckie,Yes,NA,Monstrilio,Gerardo Samano Cordova,Yes,NA,The Wall,Marlen Haushofer,Yes,NA,Goddess of the River,Vaishnavi Patel,Yes,NA,The New Moon's Arms,Nalo Hopkinson,Yes,NA,Boy Oh Boy,Zachary Doss,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Seep,Chana Porter,Yes,NA,The Tainted Cup,Robert Jackson Bennett,Yes,NA,Parable of the Sower,Octavia E. Butler,NA,NA,7. Bards,5. Dreams
1125,0,NA,Daughter of Smoke and Bone,Laini Taylor,NA,NA,Cursed Crowns,Katherine Webber and Catherine Doyle,NA,NA,Dune Messiah,Frank Herbert,NA,NA,Sourcery,Terry Pratchett,NA,NA,Childhood’s End,Arthur C Clarke,NA,NA,For the Wolf,Hannah Whitten,NA,NA,This Savage Song,V E Schwab,NA,NA,Ruin and Rising,Leigh Bardugo,NA,NA,The Sword of Kaigen,M L Wang,NA,NA,Daughter of the Moon Goddess,Sue Lynn Tan,NA,NA,Babel,R F Kuang,NA,NA,Her Majesty’s Royal Coven,Juno Dawson,NA,NA,Bride,Ali Hazelwood,NA,NA,Girls of Fate and Fury,Natasha Ngan,NA,NA,Royal Assassin,Robin Hobb,NA,NA,The Fury of the Gods,John Gwynne,NA,NA,Golden Son,Pierce Brown,NA,NA,Children of Anguish and Anarchy,Tomi Adeyemi,NA,NA,Project Hail Mary,Andy Weir,Yes,NA,The Starless Sea,Erin Morgenstern,Yes,NA,Starling House,Alix E Harrow,Yes,NA,The Bloody Chamber,Angela Carter,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Binti,Nnedi Okorafor,Yes,NA,The City of Brass,S A Chakraborty,Yes,NA,Ink Blood Sister Scribe,Emma Torzs,NA,NA,NA,NA
